date,size_sqm,bedrooms,bathrooms,age,location,price
2184-05-23,102,1,1,6,Rural,5181237
2184-05-30,134,2,2,25,Rural,5468230
2184-06-06,102,1,2,26,Rural,5193887
2184-06-13,124,1,2,7,Urban,5433491
2184-06-20,73,3,2,26,Urban,5238886
2184-06-27,186,3,1,2,Urban,5984731
2184-07-04,79,1,2,23,Suburban,5099865
2184-07-11,110,1,1,14,Rural,5238907
2184-07-18,119,4,2,21,Rural,5513639
2184-07-25,177,3,1,5,Rural,5932405
2184-08-01,80,1,1,10,Suburban,5069352
2184-08-08,179,4,1,29,Suburban,5909331
2184-08-15,142,4,1,2,Suburban,5707898
2184-08-22,132,4,1,15,Urban,5657454
2184-08-29,90,4,1,5,Suburban,5308821
2184-09-05,137,3,1,10,Urban,5598843
2184-09-12,98,4,1,28,Urban,5417060
2184-09-19,157,3,1,7,Rural,5622321
2184-09-26,90,4,1,28,Rural,5206993
2184-10-03,116,4,2,22,Suburban,5463934
2184-10-10,103,2,1,9,Urban,5341608
2184-10-17,90,3,1,9,Urban,5329836
2184-10-24,142,2,1,22,Urban,5549151
2184-10-31,136,2,2,2,Rural,5689680
2184-11-07,156,4,2,25,Rural,5796592
2184-11-14,66,3,1,13,Rural,5030086
2184-11-21,151,1,1,18,Rural,5509512
2184-11-28,195,4,2,20,Rural,6107671
2184-12-05,106,3,1,27,Rural,5353083
2184-12-12,176,2,1,20,Suburban,5879496
2184-12-19,112,3,2,8,Suburban,5468509
2184-12-26,78,4,2,12,Suburban,5229407
2185-01-02,110,3,1,8,Suburban,5347599
2185-01-09,151,2,1,25,Urban,5621814
2185-01-16,94,3,1,20,Rural,5283966
2185-01-23,101,3,2,11,Rural,5374114
2185-01-30,137,2,1,13,Suburban,5626013
2185-02-06,120,4,1,4,Urban,5545858
2185-02-13,137,1,2,5,Suburban,5563621
2185-02-20,127,2,1,12,Rural,5519590
2185-02-27,134,2,1,12,Suburban,5493067
2185-03-06,107,4,1,23,Urban,5503494
2185-03-13,126,4,1,5,Rural,5536174
2185-03-20,92,3,2,13,Urban,5285238
2185-03-27,158,2,2,10,Suburban,5780904
2185-04-03,100,3,2,28,Rural,5237149
2185-04-10,153,3,1,12,Urban,5694655
2185-04-17,112,4,1,11,Urban,5517801
2185-04-24,126,4,1,29,Urban,5617213
2185-05-01,105,3,1,15,Rural,5391764
2185-05-08,89,2,2,5,Rural,5233848
2185-05-15,67,2,1,8,Suburban,5130269
2185-05-22,88,3,1,16,Suburban,5302553
2185-05-29,110,1,1,29,Rural,5281903
2185-06-05,126,1,2,19,Urban,5516930
2185-06-12,150,4,1,15,Rural,5805505
2185-06-19,106,2,1,25,Rural,5161848
2185-06-26,93,3,1,28,Rural,5188997
2185-07-03,76,3,1,25,Rural,4990575
2185-07-10,134,2,1,11,Suburban,5599154
2185-07-17,161,4,2,17,Suburban,5863361
2185-07-24,157,4,1,8,Urban,6037982
2185-07-31,141,1,1,2,Rural,5525603
2185-08-07,139,2,1,9,Rural,5577318
2185-08-14,170,2,1,10,Suburban,5838386
2185-08-21,129,3,1,1,Suburban,5574558
2185-08-28,139,2,2,7,Rural,5545173
2185-09-04,110,1,1,19,Suburban,5247992
2185-09-11,79,2,2,10,Rural,5013525
2185-09-18,99,3,2,17,Urban,5416273
2185-09-25,119,1,1,19,Urban,5394267
2185-10-02,121,3,1,6,Urban,5654681
2185-10-09,177,2,2,13,Rural,5840292
2185-10-16,122,4,1,6,Suburban,5660815
2185-10-23,155,2,2,0,Urban,5902112
2185-10-30,106,2,2,28,Rural,5369852
2185-11-06,110,3,1,11,Urban,5474239
2185-11-13,80,4,1,27,Urban,5224089
2185-11-20,97,2,2,0,Suburban,5395303
2185-11-27,135,1,1,2,Rural,5472426
2185-12-04,120,1,2,1,Suburban,5478035
2185-12-11,148,3,2,2,Suburban,5784812
2185-12-18,125,3,1,3,Suburban,5526929
2185-12-25,109,4,2,13,Urban,5547902
2186-01-01,184,3,2,22,Urban,6103591
2186-01-08,117,4,2,17,Urban,5544458
2186-01-15,154,2,2,22,Rural,5730506
2186-01-22,107,1,2,4,Suburban,5246548
2186-01-29,141,1,2,14,Urban,5588042
2186-02-05,147,1,1,15,Suburban,5604132
2186-02-12,126,3,2,7,Suburban,5623366
2186-02-19,49,3,2,23,Suburban,5001465
2186-02-26,120,2,1,20,Suburban,5456641
2186-03-05,156,3,1,25,Suburban,5809329
2186-03-12,135,4,1,7,Urban,5721470
2186-03-19,133,1,2,27,Rural,5504237
2186-03-26,68,2,1,29,Rural,4998095
2186-04-02,98,4,2,24,Rural,5335548
2186-04-09,132,4,2,6,Rural,5651731
2186-04-16,132,3,2,5,Suburban,5692006
2186-04-23,156,3,2,6,Urban,5973104
2186-04-30,115,1,1,22,Urban,5453340
2186-05-07,132,2,2,18,Suburban,5531044
2186-05-14,120,4,2,21,Suburban,5529720
2186-05-21,90,3,2,21,Urban,5299718
2186-05-28,52,3,2,26,Urban,5017946
2186-06-04,132,2,2,24,Rural,5539912
2186-06-11,125,2,2,0,Rural,5592014
2186-06-18,101,3,1,12,Rural,5399255
2186-06-25,71,3,1,6,Urban,5177283
2186-07-02,138,1,2,0,Rural,5574115
2186-07-09,112,2,2,9,Urban,5505837
2186-07-16,136,4,2,12,Urban,5819660
2186-07-23,175,3,2,3,Suburban,6044621
2186-07-30,55,3,2,28,Urban,5015922
2186-08-06,99,3,1,6,Suburban,5343387
2186-08-13,113,3,2,5,Suburban,5462969
2186-08-20,163,1,1,5,Urban,5828674
2186-08-27,70,2,1,20,Urban,5126656
2186-09-03,178,3,1,10,Rural,5996742
2186-09-10,124,2,1,22,Urban,5582088
2186-09-17,117,4,1,8,Rural,5601015
2186-09-24,114,4,2,29,Rural,5422751
2186-10-01,106,4,2,21,Urban,5534238
2186-10-08,151,4,2,25,Rural,5818462
2186-10-15,87,2,2,6,Suburban,5259302
2186-10-22,130,4,1,8,Suburban,5632082
2186-10-29,108,4,1,22,Urban,5572231
2186-11-05,97,3,2,5,Urban,5397069
2186-11-12,197,3,1,18,Urban,6061371
2186-11-19,132,3,2,13,Suburban,5662503
2186-11-26,138,1,1,0,Rural,5554106
2186-12-03,154,3,1,25,Suburban,5877384
2186-12-10,77,4,1,15,Rural,5223484
2186-12-17,172,2,1,8,Rural,5858236
2186-12-24,44,4,2,22,Urban,5012157
2186-12-31,96,2,1,14,Urban,5314079
2187-01-07,106,4,2,18,Urban,5637856
2187-01-14,137,1,2,9,Suburban,5647274
2187-01-21,126,3,1,15,Suburban,5513641
2187-01-28,114,4,2,24,Suburban,5538278
2187-02-04,119,3,2,2,Urban,5613818
2187-02-11,90,1,2,18,Urban,5196121
2187-02-18,75,1,2,12,Rural,4984852
2187-02-25,141,3,1,13,Rural,5700278
2187-03-04,140,3,1,6,Urban,5706768
2187-03-11,167,2,1,1,Suburban,5955938
2187-03-18,96,3,1,25,Urban,5358409
2187-03-25,140,3,2,13,Suburban,5710786
2187-04-01,111,2,2,22,Urban,5344163
2187-04-08,155,4,1,22,Urban,5948615
2187-04-15,150,2,1,16,Rural,5704676
2187-04-22,126,4,2,12,Suburban,5654090
2187-04-29,109,4,1,25,Suburban,5440485
2187-05-06,148,4,2,26,Urban,5935454
2187-05-13,139,2,1,1,Rural,5580789
2187-05-20,99,2,2,4,Urban,5390067
2187-05-27,80,1,2,29,Urban,5185487
2187-06-03,111,4,1,3,Suburban,5620038
2187-06-10,165,2,1,29,Urban,5847184
2187-06-17,154,1,1,2,Rural,5667759
2187-06-24,86,4,2,25,Urban,5359663
2187-07-01,84,2,1,13,Rural,5218723
2187-07-08,158,2,1,10,Suburban,5868469
2187-07-15,85,2,1,7,Suburban,5165742
2187-07-22,135,3,1,22,Urban,5690747
2187-07-29,101,1,1,8,Rural,5199786
2187-08-05,168,2,2,15,Suburban,5958210
2187-08-12,96,3,1,2,Rural,5365619
2187-08-19,154,1,1,9,Suburban,5688940
2187-08-26,125,1,1,0,Suburban,5598207
2187-09-02,127,3,1,8,Rural,5598750
2187-09-09,60,1,2,15,Rural,4973759
2187-09-16,53,3,2,8,Rural,5012044
2187-09-23,113,4,1,27,Suburban,5523098
2187-09-30,127,2,1,11,Rural,5508925
2187-10-07,86,3,1,0,Urban,5305439
2187-10-14,87,1,2,15,Rural,5242456
2187-10-21,136,1,2,29,Suburban,5560862
2187-10-28,136,4,1,7,Rural,5683679
2187-11-04,115,4,2,13,Rural,5554035
2187-11-11,143,4,2,13,Rural,5856225
2187-11-18,84,4,2,9,Urban,5448058
2187-11-25,109,4,2,0,Suburban,5560257
2187-12-02,169,2,2,5,Urban,6041839
2187-12-09,122,3,2,8,Urban,5654406
2187-12-16,123,4,1,18,Suburban,5585328
2187-12-23,189,4,2,21,Suburban,6156193
2187-12-30,78,2,1,15,Rural,5203162
2188-01-06,143,3,2,18,Suburban,5873142
2188-01-13,169,4,1,10,Rural,5989490
2188-01-20,110,3,2,29,Urban,5485673
2188-01-27,145,3,1,20,Rural,5706254
2188-02-03,90,2,1,10,Suburban,5244877
2188-02-10,99,2,2,13,Rural,5308661
2188-02-17,131,4,1,6,Urban,5714247
2188-02-24,143,1,1,26,Suburban,5622532
2188-03-02,153,2,2,25,Suburban,5795034
2188-03-09,167,3,1,11,Rural,5902091
2188-03-16,117,3,2,19,Rural,5512933
2188-03-23,155,4,1,19,Rural,5886524
2188-03-30,109,4,1,22,Urban,5533539
2188-04-06,147,4,2,4,Urban,5907249
2188-04-13,126,3,1,0,Suburban,5637171
2188-04-20,133,2,1,10,Suburban,5709664
2188-04-27,132,1,2,14,Urban,5602439
2188-05-04,71,2,2,9,Rural,5159314
2188-05-11,86,1,2,28,Rural,5124581
2188-05-18,123,2,1,14,Urban,5593997
2188-05-25,69,4,1,27,Rural,5176311
2188-06-01,144,3,2,12,Urban,5883712
2188-06-08,146,1,1,14,Rural,5622786
2188-06-15,129,2,1,1,Rural,5526801
2188-06-22,86,3,1,21,Suburban,5249800
2188-06-29,161,1,1,12,Rural,5815727
2188-07-06,181,1,1,11,Rural,6034087
2188-07-13,124,3,2,24,Urban,5690222
2188-07-20,135,4,2,22,Urban,5727893
2188-07-27,126,3,1,3,Urban,5717532
2188-08-03,135,4,1,27,Urban,5704810
2188-08-10,116,2,1,11,Rural,5445042
2188-08-17,118,2,2,14,Urban,5582361
2188-08-24,147,3,2,12,Suburban,5847268
2188-08-31,190,4,2,1,Urban,6279272
2188-09-07,77,2,2,19,Rural,5136444
2188-09-14,116,4,2,15,Suburban,5679997
2188-09-21,84,4,1,13,Rural,5279121
2188-09-28,167,4,1,20,Suburban,6058725
2188-10-05,102,3,1,1,Suburban,5396531
2188-10-12,76,4,1,16,Suburban,5287776
2188-10-19,139,3,2,15,Rural,5662192
2188-10-26,172,2,1,3,Suburban,5930295
2188-11-02,139,2,1,10,Rural,5628849
2188-11-09,126,1,1,12,Suburban,5613030
2188-11-16,132,1,1,5,Urban,5694901
2188-11-23,162,2,2,16,Urban,5971712
2188-11-30,93,4,2,0,Suburban,5480164
2188-12-07,116,4,1,8,Suburban,5626402
2188-12-14,106,2,1,20,Urban,5506823
2188-12-21,84,2,1,17,Urban,5309065
2188-12-28,110,1,1,10,Rural,5377400
2189-01-04,153,4,2,13,Urban,6039333
2189-01-11,136,2,2,1,Rural,5724226
2189-01-18,139,1,1,19,Suburban,5644120
2189-01-25,124,1,1,10,Rural,5467551
2189-02-01,135,4,2,1,Suburban,5789537
2189-02-08,95,1,2,3,Rural,5286691
2189-02-15,110,1,1,26,Rural,5370849
2189-02-22,125,3,1,12,Rural,5638289
2189-03-01,128,2,1,5,Suburban,5552785
2189-03-08,129,4,2,6,Suburban,5664170
2189-03-15,115,2,2,21,Rural,5432425
2189-03-22,108,3,2,19,Suburban,5498116
2189-03-29,214,4,2,25,Rural,6424797
2189-04-05,147,2,2,2,Suburban,5801479
2189-04-12,132,1,1,3,Rural,5586738
2189-04-19,113,4,1,27,Urban,5615395
2189-04-26,106,3,1,20,Urban,5451821
2189-05-03,116,1,1,19,Rural,5488494
2189-05-10,128,3,2,2,Suburban,5682759
2189-05-17,63,1,1,0,Rural,5108489
2189-05-24,72,2,2,18,Urban,5210691
2189-05-31,100,2,2,26,Urban,5408624
2189-06-07,126,2,1,20,Rural,5490460
2189-06-14,112,3,1,12,Urban,5580364
2189-06-21,164,4,1,13,Rural,6077719
2189-06-28,75,2,1,21,Urban,5228179
2189-07-05,97,3,1,27,Suburban,5405521
2189-07-12,165,1,1,15,Suburban,5827169
2189-07-19,123,2,2,29,Suburban,5606599
2189-07-26,146,1,2,28,Rural,5681380
2189-08-02,181,2,2,3,Rural,6050858
2189-08-09,99,1,1,16,Suburban,5357239
2189-08-16,117,3,2,9,Suburban,5530207
2189-08-23,111,2,1,28,Suburban,5450473
2189-08-30,61,3,1,6,Urban,5120148
2189-09-06,110,3,2,12,Suburban,5561944
2189-09-13,146,1,2,24,Urban,5718790
2189-09-20,136,2,1,12,Suburban,5656708
2189-09-27,138,4,1,21,Rural,5681327
2189-10-04,108,4,2,13,Suburban,5650283
2189-10-11,100,3,2,5,Urban,5493112
2189-10-18,158,1,2,15,Suburban,5810288
2189-10-25,105,1,2,8,Urban,5538530
2189-11-01,128,1,2,19,Suburban,5622897
2189-11-08,124,2,2,15,Urban,5549268
2189-11-15,163,2,1,20,Urban,5992768
2189-11-22,149,1,2,20,Suburban,5844394
2189-11-29,81,4,1,29,Suburban,5398218
2189-12-06,84,4,1,11,Rural,5374409
2189-12-13,137,2,2,15,Rural,5632414
2189-12-20,118,1,2,4,Rural,5505538
2189-12-27,106,4,2,23,Urban,5522077
2190-01-03,150,4,1,10,Urban,5899699
2190-01-10,125,2,1,0,Rural,5537955
2190-01-17,121,2,2,9,Rural,5542648
2190-01-24,143,4,2,10,Suburban,5896697
2190-01-31,108,1,1,14,Rural,5358754
2190-02-07,167,4,1,25,Urban,6027106
2190-02-14,96,4,2,26,Suburban,5467455
2190-02-21,139,1,2,2,Rural,5759473
2190-02-28,163,2,2,23,Rural,5993187
2190-03-07,78,1,1,14,Rural,5120965
2190-03-14,109,1,1,10,Suburban,5456803
2190-03-21,154,1,2,8,Suburban,5792436
2190-03-28,154,1,2,1,Suburban,5887382
2190-04-04,114,2,2,11,Rural,5495677
2190-04-11,97,4,1,19,Suburban,5442444
2190-04-18,148,3,1,29,Suburban,5916579
2190-04-25,155,2,1,15,Suburban,5783196
2190-05-02,85,1,2,23,Suburban,5132858
2190-05-09,83,4,2,15,Urban,5472741
2190-05-16,126,4,2,20,Rural,5682118
2190-05-23,138,1,1,0,Suburban,5664700
2190-05-30,111,2,1,15,Urban,5668082
2190-06-06,140,1,1,5,Urban,5770511
2190-06-13,98,4,2,13,Rural,5489574
2190-06-20,56,4,2,24,Rural,5099603
2190-06-27,107,2,1,24,Suburban,5475789
2190-07-04,121,3,2,10,Rural,5547357
2190-07-11,111,1,2,0,Rural,5448694
2190-07-18,85,3,1,19,Rural,5297145
2190-07-25,65,4,1,16,Rural,5206174
2190-08-01,104,3,1,22,Suburban,5478878
2190-08-08,146,1,1,18,Urban,5725839
2190-08-15,157,1,1,1,Rural,5859033
2190-08-22,155,4,2,13,Urban,5940917
2190-08-29,95,2,1,7,Urban,5412103
2190-09-05,85,2,2,24,Urban,5316603
2190-09-12,134,4,2,22,Rural,5819592
2190-09-19,139,1,1,21,Rural,5608555
2190-09-26,132,2,1,25,Suburban,5679883
2190-10-03,59,3,2,28,Rural,5125152
2190-10-10,93,4,2,26,Rural,5343244
2190-10-17,119,3,2,5,Rural,5632217
2190-10-24,134,1,1,8,Urban,5602863
2190-10-31,143,2,2,4,Suburban,5838064
2190-11-07,124,1,1,4,Urban,5582483
2190-11-14,129,3,1,17,Suburban,5762833
2190-11-21,122,1,2,21,Rural,5520961
2190-11-28,140,1,1,13,Rural,5621997
2190-12-05,129,4,2,11,Urban,5886992
2190-12-12,121,4,2,27,Urban,5687905
2190-12-19,111,1,1,11,Urban,5548734
2190-12-26,122,4,1,21,Suburban,5715876
2191-01-02,134,1,2,5,Urban,5712728
2191-01-09,128,3,1,3,Rural,5620701
2191-01-16,131,4,1,26,Suburban,5818083
2191-01-23,160,1,2,14,Suburban,5917523
2191-01-30,127,4,1,22,Rural,5654402
2191-02-06,100,1,2,14,Urban,5455730
2191-02-13,146,4,2,24,Urban,5992308
2191-02-20,79,2,1,16,Rural,5228100
2191-02-27,87,1,2,2,Rural,5306919
2191-03-06,130,2,1,9,Rural,5697100
2191-03-13,135,1,2,24,Rural,5712863
2191-03-20,82,2,1,29,Suburban,5256520
2191-03-27,108,1,2,20,Suburban,5402127
2191-04-03,101,4,2,21,Urban,5526371
2191-04-10,105,2,1,7,Suburban,5457450
2191-04-17,148,4,1,8,Suburban,5887755
2191-04-24,141,1,1,23,Suburban,5614876
2191-05-01,119,4,1,2,Rural,5767891
2191-05-08,103,1,1,25,Suburban,5418404
2191-05-15,79,4,1,0,Urban,5404310
2191-05-22,162,2,1,10,Suburban,5943374
2191-05-29,137,1,1,12,Rural,5562180
2191-06-05,98,4,1,11,Suburban,5589866
2191-06-12,141,1,2,28,Urban,5655019
2191-06-19,117,1,1,20,Suburban,5542501
2191-06-26,111,1,2,6,Urban,5465578
2191-07-03,133,3,1,1,Rural,5723299
2191-07-10,97,1,1,0,Urban,5490634
2191-07-17,109,4,2,19,Urban,5585302
2191-07-24,123,3,2,2,Rural,5686064
2191-07-31,105,4,1,3,Urban,5669388
2191-08-07,140,3,2,16,Suburban,5865708
2191-08-14,176,1,1,17,Suburban,6002509
2191-08-21,97,2,2,16,Urban,5504288
2191-08-28,70,2,1,18,Suburban,5169458
2191-09-04,59,1,2,3,Suburban,5219139
2191-09-11,115,3,1,28,Rural,5470469
2191-09-18,100,4,2,16,Urban,5663603
2191-09-25,126,2,1,21,Suburban,5653474
2191-10-02,123,1,2,1,Urban,5701355
2191-10-09,71,1,1,9,Urban,5248727
2191-10-16,65,3,1,11,Suburban,5255281
2191-10-23,128,2,1,12,Rural,5599448
2191-10-30,124,1,2,10,Rural,5578186
2191-11-06,107,2,2,20,Urban,5484420
2191-11-13,70,4,2,7,Rural,5302575
2191-11-20,134,1,2,27,Suburban,5696125
2191-11-27,158,1,2,28,Suburban,5900856
2191-12-04,128,4,1,19,Rural,5748571
2191-12-11,94,1,2,4,Rural,5279745
2191-12-18,121,3,1,24,Urban,5655891
2191-12-25,79,4,1,1,Rural,5341387
2192-01-01,151,3,1,11,Urban,5885491
2192-01-08,122,4,1,27,Suburban,5665703
2192-01-15,66,4,1,1,Rural,5272063
2192-01-22,110,3,2,5,Urban,5737189
2192-01-29,133,4,1,21,Urban,5791346
2192-02-05,110,2,2,18,Urban,5535056
2192-02-12,111,3,1,11,Urban,5604026
2192-02-19,83,4,1,24,Suburban,5421373
2192-02-26,136,3,2,12,Rural,5854185
2192-03-04,100,4,2,16,Urban,5613174
2192-03-11,55,4,1,11,Rural,5095706
2192-03-18,108,2,1,2,Rural,5448845
2192-03-25,149,2,1,23,Suburban,5846414
2192-04-01,108,2,2,7,Rural,5581262
2192-04-08,172,4,2,15,Suburban,6258787
2192-04-15,132,2,1,3,Suburban,5683379
2192-04-22,130,3,2,23,Urban,5803988
2192-04-29,116,4,2,26,Suburban,5648007
2192-05-06,117,3,2,25,Urban,5645068
2192-05-13,112,2,2,12,Suburban,5547334
2192-05-20,110,4,2,7,Suburban,5674286
2192-05-27,135,3,2,0,Rural,5771386
2192-06-03,91,1,2,2,Urban,5553942
2192-06-10,87,3,1,0,Rural,5379516
2192-06-17,86,4,2,14,Suburban,5536388
2192-06-24,181,1,2,17,Urban,6088523
2192-07-01,135,2,1,19,Suburban,5851662
2192-07-08,129,2,2,2,Suburban,5773453
2192-07-15,88,3,2,28,Rural,5428846
2192-07-22,138,2,2,14,Urban,5805946
2192-07-29,116,3,2,26,Urban,5734822
2192-08-05,126,3,1,21,Urban,5763244
2192-08-12,90,3,2,27,Suburban,5428051
2192-08-19,124,3,1,27,Urban,5665505
2192-08-26,107,4,2,4,Suburban,5668122
2192-09-02,97,4,2,20,Suburban,5552342
2192-09-09,142,1,2,9,Suburban,5844451
2192-09-16,73,1,2,6,Urban,5273887
2192-09-23,136,2,1,22,Rural,5611922
2192-09-30,140,4,1,24,Suburban,5908809
2192-10-07,93,1,1,7,Rural,5409658
2192-10-14,95,4,1,2,Urban,5508196
2192-10-21,113,4,1,17,Urban,5796236
2192-10-28,128,2,2,16,Urban,5828332
2192-11-04,115,2,1,15,Urban,5595455
2192-11-11,133,3,1,25,Urban,5745642
2192-11-18,172,4,2,21,Rural,6184648
2192-11-25,104,3,1,28,Urban,5496017
2192-12-02,68,3,2,12,Urban,5305582
2192-12-09,144,3,1,3,Urban,5869743
2192-12-16,170,4,2,2,Urban,6226295
2192-12-23,131,4,1,10,Urban,5941759
2192-12-30,87,3,2,26,Suburban,5453745
2193-01-06,116,4,1,1,Suburban,5788403
2193-01-13,86,3,1,17,Rural,5358409
2193-01-20,139,1,2,26,Urban,5787365
2193-01-27,79,4,2,3,Rural,5367678
2193-02-03,110,2,2,16,Rural,5546655
2193-02-10,89,2,1,5,Urban,5408701
2193-02-17,123,3,2,9,Urban,5782486
2193-02-24,109,1,1,10,Suburban,5505549
2193-03-03,125,4,2,4,Urban,5851778
2193-03-10,120,3,1,25,Suburban,5781377
2193-03-17,90,1,2,24,Rural,5416877
2193-03-24,138,1,2,17,Rural,5797807
2193-03-31,118,4,1,24,Suburban,5803252
2193-04-07,90,2,2,24,Suburban,5490965
2193-04-14,187,2,2,9,Urban,6255381
2193-04-21,134,1,2,8,Suburban,5748754
2193-04-28,115,2,1,15,Suburban,5621270
2193-05-05,162,1,1,9,Urban,5967465
2193-05-12,175,1,2,9,Rural,5990497
2193-05-19,115,1,2,3,Suburban,5629830
2193-05-26,130,2,1,20,Urban,5673193
2193-06-02,90,3,1,23,Urban,5482882
2193-06-09,115,2,2,13,Suburban,5596761
2193-06-16,114,3,1,7,Rural,5626948
2193-06-23,125,2,2,0,Urban,5793060
2193-06-30,129,4,2,15,Suburban,5838357
2193-07-07,136,4,1,25,Rural,5740474
2193-07-14,127,2,1,16,Suburban,5649599
2193-07-21,83,4,1,9,Urban,5524412
2193-07-28,91,4,1,5,Urban,5546127
2193-08-04,103,4,1,6,Urban,5696542
2193-08-11,111,4,1,17,Suburban,5681485
2193-08-18,151,3,1,1,Urban,6003608
2193-08-25,85,1,1,20,Suburban,5335382
2193-09-01,109,3,2,8,Rural,5590755
2193-09-08,148,1,2,4,Rural,5865019
2193-09-15,111,1,1,7,Rural,5492524
2193-09-22,133,2,2,23,Rural,5864814
2193-09-29,115,2,2,4,Urban,5645803
2193-10-06,127,2,2,23,Urban,5743137
2193-10-13,113,2,2,14,Suburban,5621654
2193-10-20,140,2,2,7,Rural,5760406
2193-10-27,73,3,1,4,Rural,5354790
2193-11-03,109,3,1,4,Suburban,5625563
2193-11-10,128,4,1,19,Suburban,5700511
2193-11-17,136,3,1,16,Suburban,5874756
2193-11-24,164,3,1,8,Suburban,6048691
2193-12-01,108,2,1,1,Rural,5551754
2193-12-08,164,4,2,0,Urban,6241341
2193-12-15,100,3,1,21,Rural,5485764
2193-12-22,159,3,2,20,Suburban,6029855
2193-12-29,144,4,1,10,Urban,6122235
2194-01-05,92,1,2,14,Rural,5277812
2194-01-12,129,2,2,0,Suburban,5735701
2194-01-19,118,3,1,6,Urban,5695896
2194-01-26,138,3,1,22,Urban,5968451
2194-02-02,113,4,1,18,Suburban,5675269
2194-02-09,110,3,1,23,Urban,5666010
2194-02-16,161,2,2,14,Rural,5966796
2194-02-23,117,3,1,5,Rural,5707160
2194-03-02,144,1,1,19,Rural,5764864
2194-03-09,113,2,2,25,Urban,5668654
2194-03-16,169,1,2,25,Urban,6118862
2194-03-23,99,4,1,9,Suburban,5639013
2194-03-30,101,2,1,11,Suburban,5492746
2194-04-06,165,3,2,12,Urban,6165603
2194-04-13,106,2,1,14,Rural,5645432
2194-04-20,168,2,2,18,Urban,6141248
2194-04-27,146,2,2,16,Rural,5879095
2194-05-04,115,1,1,12,Suburban,5523472
2194-05-11,65,4,2,1,Urban,5460720
2194-05-18,119,2,1,17,Urban,5738611
2194-05-25,123,3,1,28,Urban,5771136
2194-06-01,155,2,1,10,Rural,5933704
2194-06-08,167,2,2,4,Suburban,6248126
2194-06-15,99,4,1,3,Rural,5637771
2194-06-22,144,3,1,1,Suburban,6011501
2194-06-29,142,3,2,26,Rural,5877344
2194-07-06,152,1,1,15,Suburban,5879920
2194-07-13,134,3,1,24,Rural,5816604
2194-07-20,61,3,1,6,Urban,5300872
2194-07-27,115,3,2,7,Rural,5695478
2194-08-03,85,2,2,7,Urban,5501660
2194-08-10,113,1,1,1,Urban,5609359
2194-08-17,149,3,1,14,Urban,6008520
2194-08-24,129,3,1,4,Rural,5792004
2194-08-31,154,3,2,18,Urban,6108851
2194-09-07,130,2,1,9,Rural,5706434
2194-09-14,81,2,1,8,Suburban,5287503
2194-09-21,44,1,1,24,Rural,4954468
2194-09-28,124,4,2,21,Rural,5816364
2194-10-05,113,1,2,28,Rural,5593205
2194-10-12,90,2,2,19,Suburban,5434857
2194-10-19,68,3,2,7,Suburban,5395104
2194-10-26,97,3,2,4,Suburban,5663257
2194-11-02,114,1,1,18,Urban,5652562
2194-11-09,139,3,1,12,Rural,5817968
2194-11-16,125,2,1,26,Rural,5633838
2194-11-23,168,1,1,13,Urban,6080250
2194-11-30,88,4,2,7,Urban,5692267
2194-12-07,146,2,2,15,Rural,5890208
2194-12-14,121,2,1,29,Urban,5693733
2194-12-21,140,3,2,29,Urban,5866019
2194-12-28,106,2,1,27,Suburban,5538785
2195-01-04,152,2,2,21,Urban,5961738
2195-01-11,128,4,1,4,Urban,5911359
2195-01-18,99,3,1,0,Rural,5490858
2195-01-25,119,2,1,18,Urban,5694570
2195-02-01,112,3,2,22,Urban,5677053
2195-02-08,134,2,1,18,Urban,5879011
2195-02-15,84,4,1,16,Suburban,5463541
2195-02-22,119,3,2,23,Rural,5684382
2195-03-01,131,3,1,22,Suburban,5835606
2195-03-08,120,4,2,20,Urban,5825314
2195-03-15,160,1,2,27,Rural,6052472
2195-03-22,143,2,2,9,Rural,5931525
2195-03-29,119,2,1,4,Urban,5744360
2195-04-05,126,1,2,21,Suburban,5734405
2195-04-12,128,3,2,6,Urban,5774728
2195-04-19,132,3,2,15,Suburban,5938586
2195-04-26,65,4,1,28,Urban,5391094
2195-05-03,110,4,2,2,Rural,5734342
2195-05-10,75,4,1,26,Rural,5408792
2195-05-17,158,1,2,11,Suburban,6029392
2195-05-24,118,1,2,13,Urban,5680681
2195-05-31,114,3,1,27,Suburban,5701008
2195-06-07,146,4,1,19,Rural,6016936
2195-06-14,132,3,1,0,Rural,5863744
2195-06-21,86,1,2,6,Suburban,5418869
2195-06-28,117,2,2,25,Suburban,5706832
2195-07-05,109,3,1,17,Suburban,5733611
2195-07-12,67,1,1,22,Suburban,5258198
2195-07-19,99,4,1,21,Suburban,5569346
2195-07-26,114,2,1,3,Urban,5743334
2195-08-02,116,2,1,15,Suburban,5699207
2195-08-09,75,2,2,10,Suburban,5447205
2195-08-16,154,4,2,17,Rural,6069140
2195-08-23,116,2,1,22,Rural,5605532
2195-08-30,121,1,1,15,Urban,5630091
2195-09-06,132,3,2,6,Suburban,5870270
2195-09-13,96,2,1,20,Suburban,5569897
2195-09-20,133,2,1,24,Rural,5767897
2195-09-27,108,1,1,2,Rural,5547510
2195-10-04,93,4,1,24,Rural,5603781
2195-10-11,137,2,2,4,Suburban,5955980
2195-10-18,164,1,1,17,Suburban,5975212
2195-10-25,141,1,2,24,Urban,5934549
2195-11-01,147,4,2,29,Rural,5910070
2195-11-08,104,4,2,16,Rural,5698477
